"4";"1";"ACCT";"217"
"5";"1";"ACCT";"301"
"6";"1";"ACCT";"323"
"7";"1";"ACCT";"341"
"8";"1";"ACCT";"343"
"9";"1";"ACCT";"361"
"10";"1";"ACCT";"421"
"11";"1";"ACCT";"423"
"12";"1";"ACCT";"425"
"13";"1";"ACCT";"443"
"14";"1";"ACCT";"445"
"15";"1";"ACCT";"465"
"16";"1";"ACCT";"559"
"17";"1";"ACCT";"601"
"18";"1";"ACCT";"603"
"19";"1";"ACCT";"641"
"20";"1";"ACCT";"643"
"21";"1";"ACCT";"661"
"22";"1";"ACCT";"721"
"23";"1";"ACCT";"723"
"24";"1";"ACCT";"725"
"25";"1";"ACCT";"741"
"26";"1";"ACCT";"743"
"27";"1";"ACCT";"745"
"28";"1";"ACCT";"765"
"29";"1";"ACCT";"789"
"30";"1";"ACCT";"797"
"31";"1";"ACCT";"799"
"32";"1";"ACSC";"325"
"33";"1";"ACSC";"327"
"34";"1";"ACSC";"425"
"35";"1";"ACSC";"427"
"36";"1";"ACSC";"437"
"37";"1";"ACSC";"511"
"38";"1";"ACSC";"513"
"39";"1";"ACSC";"515"
"40";"1";"ACSC";"517"
"41";"1";"ACSC";"519"
"42";"1";"ACSC";"527"
"43";"1";"ACSC";"531"
"44";"1";"ACSC";"535"
"45";"1";"ACSC";"537"
"46";"1";"ACSC";"539"
"47";"1";"ACSC";"600"
"48";"1";"ACSC";"611"
"49";"1";"ACSC";"617"
"50";"1";"ACSC";"619"
"51";"1";"ACSC";"627"
"52";"1";"ACSC";"637"
"53";"1";"ACSC";"639"
"1";"1";"ACWR";"201"
"2";"1";"ACWR";"203"
"3";"1";"ACWR";"303"
"54";"1";"AFST";"301"
"55";"1";"AFST";"400"
"56";"1";"AFST";"501"
"120";"1";"ALMC";"202"
"121";"1";"ALMC";"204"
"122";"1";"ALMC";"301"
"123";"1";"ALMC";"303"
"124";"1";"ALMC";"309"
"125";"1";"ALMC";"311"
"126";"1";"ALMC";"313"
"127";"1";"ALMC";"317"
"128";"1";"ALMC";"319"
"129";"1";"ALMC";"331"
"130";"1";"ALMC";"333"
"131";"1";"ALMC";"343"
"132";"1";"ALMC";"345"
"133";"1";"ALMC";"353"
"134";"1";"ALMC";"358"
"135";"1";"ALMC";"359"
"59";"1";"ANTH";"201"
"60";"1";"ANTH";"203"
"61";"1";"ANTH";"210"
"62";"1";"ANTH";"303"
"63";"1";"ANTH";"305"
"64";"1";"ANTH";"309"
"65";"1";"ANTH";"310"
"66";"1";"ANTH";"311"
"67";"1";"ANTH";"313"
"68";"1";"ANTH";"317"
"69";"1";"ANTH";"319"
"70";"1";"ANTH";"321"
"71";"1";"ANTH";"323"
"72";"1";"ANTH";"329"
"73";"1";"ANTH";"331"
"74";"1";"ANTH";"341"
"75";"1";"ANTH";"343"
"76";"1";"ANTH";"349"
"77";"1";"ANTH";"350"
"78";"1";"ANTH";"355"
"79";"1";"ANTH";"357"
"80";"1";"ANTH";"361"
"81";"1";"ANTH";"363"
"82";"1";"ANTH";"371"
"83";"1";"ANTH";"379"
"84";"1";"ANTH";"385"
"85";"1";"ANTH";"391"
"86";"1";"ANTH";"393"
"87";"1";"ANTH";"395"
"88";"1";"ANTH";"399"
"89";"1";"ANTH";"400"
"90";"1";"ANTH";"411"
"91";"1";"ANTH";"412"
"92";"1";"ANTH";"413"
"93";"1";"ANTH";"421"
"94";"1";"ANTH";"425"
"95";"1";"ANTH";"427"
"96";"1";"ANTH";"435"
"97";"1";"ANTH";"441"
"98";"1";"ANTH";"451"
"99";"1";"ANTH";"467"
"100";"1";"ANTH";"479"
"101";"1";"ANTH";"501"
"102";"1";"ANTH";"505"
"103";"1";"ANTH";"523"
"104";"1";"ANTH";"541"
"105";"1";"ANTH";"552"
"106";"1";"ANTH";"553"
"107";"1";"ANTH";"571"
"108";"1";"ANTH";"573"
"109";"1";"ANTH";"589"
"110";"1";"ANTH";"601"
"111";"1";"ANTH";"603"
"112";"1";"ANTH";"605"
"113";"1";"ANTH";"611"
"114";"1";"ANTH";"613"
"115";"1";"ANTH";"631"
"116";"1";"ANTH";"635"
"117";"1";"ANTH";"641"
"118";"1";"ANTH";"659"
"119";"1";"ANTH";"701"
"288";"1";"ARHI";"201"
"289";"1";"ARHI";"203"
"290";"1";"ARHI";"211"
"291";"1";"ARHI";"305"
"292";"1";"ARHI";"311"
"293";"1";"ARHI";"319"
"294";"1";"ARHI";"323"
"295";"1";"ARHI";"325"
"296";"1";"ARHI";"327"
"297";"1";"ARHI";"331"
"298";"1";"ARHI";"333"
"299";"1";"ARHI";"341"
"300";"1";"ARHI";"343"
"301";"1";"ARHI";"357"
"302";"1";"ARHI";"359"
"303";"1";"ARHI";"365"
"304";"1";"ARHI";"367"
"305";"1";"ARHI";"371"
"306";"1";"ARHI";"389"
"307";"1";"ARHI";"411"
"308";"1";"ARHI";"425"
"309";"1";"ARHI";"431"
"310";"1";"ARHI";"471"
"311";"1";"ARHI";"501"
